index,gender,car,reality,income_type,edu_type,family_type,house_type,occyp_type,family_size,age,work_year,use_month,income_total,credit
15229,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,2,47,1,10,112500.0,2.0
15230,0,0,1,State servant,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,1,48,2,57,225000.0,1.0
15231,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,52,2,6,90000.0,2.0
15232,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,43,238500.0,2.0
15233,0,0,1,State servant,Secondary / secondary special,Single / not married,House / apartment,Core staff,1,22,2,5,126000.0,1.0
15234,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,46,9,23,180000.0,2.0
15235,0,0,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,31,1,0,220500.0,1.0
15236,0,0,1,Working,Higher education,Married,House / apartment,Managers,2,37,3,5,225000.0,2.0
15237,0,1,1,Commercial associate,Higher education,Married,With parents,Accountants,2,34,15,54,112500.0,2.0
15238,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,47,21,3,405000.0,0.0
15239,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,36,2,3,135000.0,1.0
15240,0,0,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,58,0,1,135000.0,1.0
15241,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,59,0,25,135000.0,1.0
15242,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,51,8,7,90000.0,2.0
15243,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,42,3,39,99000.0,2.0
15244,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,42,16,55,315000.0,2.0
15245,1,1,0,Working,Secondary / secondary special,Married,Municipal apartment,Drivers,2,56,3,15,81000.0,2.0
15246,0,0,0,State servant,Higher education,Civil marriage,House / apartment,Secretaries,3,28,3,20,162000.0,2.0
15247,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,47,21,48,405000.0,0.0
15248,0,0,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,57,0,6,112500.0,1.0
15249,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,40,4,23,225000.0,0.0
15250,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,46,1,13,112500.0,1.0
15251,0,0,1,State servant,Secondary / secondary special,Married,With parents,Laborers,2,29,9,49,225000.0,2.0
15252,0,1,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,58,0,40,45000.0,2.0
15253,1,1,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,63,0,38,202500.0,2.0
15254,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,47,9,33,157500.0,2.0
15255,1,1,1,Commercial associate,Secondary / secondary special,Married,With parents,Drivers,2,27,1,42,292500.0,2.0
15256,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,41,5,45,81000.0,2.0
15257,1,1,0,Working,Higher education,Married,House / apartment,Core staff,4,30,5,2,178200.0,1.0
15258,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,29,5,57,234000.0,2.0
15259,1,1,1,Working,Higher education,Married,House / apartment,Sales staff,2,24,2,0,135000.0,0.0
15260,1,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Waiters/barmen staff,1,25,4,21,202500.0,2.0
15261,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,65,0,14,47250.0,2.0
15262,1,0,1,Working,Higher education,Married,House / apartment,Managers,3,31,6,26,540000.0,2.0
15263,0,1,1,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Managers,2,43,5,39,360000.0,2.0
15264,0,0,0,Working,Higher education,Married,House / apartment,Core staff,2,26,4,11,72000.0,1.0
15265,1,0,1,Commercial associate,Higher education,Married,House / apartment,Managers,5,36,6,17,494100.0,1.0
15266,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,3,38,1,36,157500.0,0.0
15267,0,0,1,Working,Higher education,Married,House / apartment,Laborers,2,47,21,5,405000.0,0.0
15268,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,67,0,12,90000.0,2.0
15269,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,23,3,2,135000.0,0.0
15270,0,0,0,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,31,13,11,135000.0,2.0
15271,1,1,0,Working,Higher education,Married,House / apartment,Laborers,3,35,3,2,135000.0,1.0
15272,0,1,1,Commercial associate,Higher education,Married,House / apartment,Laborers,2,46,10,20,175500.0,2.0
15273,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,38,11,29,112500.0,1.0
15274,1,1,1,Working,Secondary / secondary special,Civil marriage,Rented apartment,Drivers,2,30,3,23,135000.0,2.0
15275,0,0,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Accountants,2,38,3,56,225000.0,2.0
15276,0,0,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,1,23,3,20,261000.0,2.0
15277,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Core staff,2,34,6,31,270000.0,0.0
15278,0,0,1,Working,Higher education,Married,House / apartment,Drivers,4,32,13,18,90000.0,2.0
15279,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,54,14,47,135000.0,2.0
15280,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,57,39,13,292500.0,2.0
15281,1,0,0,Working,Higher education,Married,House / apartment,Laborers,2,37,7,2,337500.0,1.0
15282,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,3,45,1,39,175500.0,2.0
15283,1,0,0,Working,Secondary / secondary special,Single / not married,With parents,Laborers,1,32,10,19,130500.0,1.0
15284,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,50,4,11,103500.0,2.0
15285,0,0,1,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Unoccupied,1,63,0,9,247500.0,2.0
15286,0,0,1,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,41,10,29,315000.0,0.0
15287,0,0,1,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,4,37,1,40,157500.0,2.0
15288,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,42,16,34,337500.0,2.0
15289,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,52,10,8,126000.0,1.0
15290,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,27,2,26,225000.0,2.0
15291,0,0,0,Commercial associate,Higher education,Married,With parents,Accountants,2,54,5,1,112500.0,0.0
15292,0,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,2,57,2,21,162000.0,2.0
15293,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,2,52,32,60,180000.0,2.0
15294,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,61,0,24,202500.0,2.0
15295,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,67,0,20,162000.0,2.0
15296,0,1,1,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Private service staff,2,31,4,41,180000.0,0.0
15297,1,1,0,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,48,2,48,119250.0,2.0
15298,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,3,292500.0,1.0
15299,0,0,1,Working,Higher education,Married,House / apartment,Laborers,4,31,2,33,180000.0,2.0
15300,1,1,1,Working,Incomplete higher,Married,House / apartment,Sales staff,2,27,1,5,360000.0,2.0
15301,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Private service staff,1,52,4,12,90000.0,2.0
15302,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,30,12,8,225000.0,2.0
15303,0,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,39,1,4,157500.0,1.0
15304,1,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,29,7,46,135000.0,2.0
15305,0,1,1,Commercial associate,Higher education,Married,House / apartment,Accountants,2,54,16,44,270000.0,0.0
15306,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,28,9,38,211500.0,1.0
15307,1,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,4,35,14,29,180000.0,2.0
15308,0,0,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,26,4,18,94500.0,2.0
15309,0,1,1,State servant,Higher education,Married,House / apartment,Core staff,4,30,2,7,90000.0,2.0
15310,0,0,1,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unoccupied,2,60,0,1,130500.0,0.0
15311,0,0,0,Working,Higher education,Civil marriage,With parents,Laborers,3,33,15,51,112500.0,2.0
15312,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,50,6,10,112500.0,2.0
15313,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,40,4,34,247500.0,2.0
15314,0,1,1,Working,Secondary / secondary special,Married,With parents,Private service staff,3,28,1,18,135000.0,1.0
15315,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,60,0,11,180000.0,2.0
15316,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,2,44,24,53,247500.0,2.0
15317,1,1,1,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,29,3,11,270000.0,2.0
15318,0,0,0,State servant,Secondary / secondary special,Married,House / apartment,Laborers,2,38,19,21,112500.0,2.0
15319,1,1,1,Pensioner,Higher education,Married,House / apartment,Unoccupied,2,63,0,15,135000.0,2.0
15320,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,2,50,5,5,90000.0,0.0
15321,0,1,1,Working,Higher education,Married,House / apartment,Accountants,2,36,8,29,135000.0,1.0
15322,0,1,1,Commercial associate,Academic degree,Married,House / apartment,Sales staff,3,33,3,26,270000.0,0.0
15323,1,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,4,47,2,21,135000.0,2.0
15324,0,0,0,Working,Higher education,Married,House / apartment,Sales staff,2,34,9,27,180000.0,1.0
15325,0,1,1,Commercial associate,Incomplete higher,Single / not married,House / apartment,Core staff,1,25,4,26,315000.0,2.0
15326,1,0,1,Working,Secondary / secondary special,Single / not married,House / apartment,Managers,1,43,4,10,225000.0,2.0
15327,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,63,0,21,247500.0,2.0
15328,0,1,0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,38,21,36,112500.0,2.0
15329,0,0,1,Pensioner,Secondary / secondary special,Widow,House / apartment,Unoccupied,1,57,0,15,225000.0,0.0
15330,0,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,57,0,23,85500.0,2.0
15331,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,53,5,37,45000.0,2.0
15332,0,0,1,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,56,11,29,112500.0,2.0
15333,0,1,1,Working,Higher education,Single / not married,House / apartment,Laborers,1,56,11,54,157500.0,2.0
15334,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,2,48,6,24,135000.0,2.0
15335,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,5,41,0,13,135000.0,1.0
15336,0,0,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,38,16,17,292500.0,2.0
15337,1,0,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,54,7,18,112500.0,2.0
15338,1,0,0,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,50,10,19,202500.0,0.0
15339,1,1,1,Working,Higher education,Single / not married,House / apartment,Laborers,2,28,1,5,225000.0,1.0
15340,1,1,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,50,0,40,112500.0,2.0
15341,1,1,1,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,1,32,3,22,225000.0,2.0
15342,1,0,0,Working,Secondary / secondary special,Married,With parents,Drivers,3,34,4,47,405000.0,2.0
15343,0,1,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,27,1,3,90000.0,1.0
15344,0,0,0,State servant,Higher education,Married,House / apartment,Managers,3,25,3,19,135000.0,1.0
15345,0,0,0,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,2,27,7,28,112500.0,2.0
15346,0,0,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,Core staff,2,44,21,34,180000.0,0.0
15347,0,0,0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,3,39,1,1,135000.0,1.0
15348,1,0,1,Working,Incomplete higher,Married,House / apartment,Laborers,3,37,16,30,562500.0,1.0
15349,0,0,1,Working,Higher education,Civil marriage,House / apartment,Sales staff,2,30,7,23,112500.0,2.0
15350,0,1,1,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,3,31,5,8,67500.0,2.0
15351,0,0,1,Working,Higher education,Married,House / apartment,Core staff,2,59,29,25,180000.0,0.0
15352,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Managers,2,34,8,48,180000.0,2.0
15353,1,0,0,State servant,Higher education,Married,House / apartment,Core staff,2,32,11,53,157500.0,1.0
15354,1,0,1,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,56,0,4,495000.0,2.0
15355,1,1,1,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,3,39,9,6,180000.0,2.0
15356,0,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,1,32,6,36,247500.0,2.0
15357,0,0,1,Working,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,3,30,5,6,270000.0,0.0
15358,1,1,0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,2,34,3,19,292500.0,2.0
15359,1,1,1,State servant,Secondary / secondary special,Civil marriage,House / apartment,Drivers,2,51,5,18,153000.0,2.0
15360,1,1,1,Working,Higher education,Civil marriage,House / apartment,Laborers,2,52,2,19,135000.0,2.0
15361,1,1,1,Working,Secondary / secondary special,Married,House / apartment,Laborers,4,28,10,12,225000.0,2.0
15362,0,1,1,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,44,13,46,247500.0,2.0
15363,0,0,1,Commercial associate,Secondary / secondary special,Widow,House / apartment,Sales staff,1,55,33,12,76500.0,2.0
15364,0,0,0,Working,Secondary / secondary special,Separated,House / apartment,Core staff,2,45,3,4,270000.0,1.0
15365,0,0,0,Pensioner,Secondary / secondary special,Married,House / apartment,Unoccupied,2,55,0,10,157500.0,2.0
15366,0,1,1,Commercial associate,Higher education,Civil marriage,House / apartment,Accountants,3,30,1,57,135000.0,2.0
15367,0,0,1,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,61,1,5,99000.0,2.0
15368,0,0,1,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff,3,37,5,25,135000.0,1.0
15369,1,0,1,Commercial associate,Higher education,Single / not married,House / apartment,Laborers,1,27,6,24,81000.0,2.0
15370,0,1,1,Commercial associate,Higher education,Married,House / apartment,Managers,4,37,2,58,270000.0,2.0
15371,0,0,1,Working,Higher education,Married,House / apartment,Laborers,3,29,4,9,112500.0,2.0
15372,1,1,0,Working,Secondary / secondary special,Married,House / apartment,Drivers,3,27,3,22,135000.0,1.0
15373,0,0,0,Pensioner,Secondary / secondary special,Married,Municipal apartment,Unoccupied,2,52,0,5,180000.0,1.0
15374,1,0,0,Working,Secondary / secondary special,Married,Rented apartment,Laborers,2,33,10,24,157500.0,2.0
15375,0,0,1,Pensioner,Secondary / secondary special,Separated,House / apartment,Unoccupied,1,56,0,38,198000.0,2.0
